,Observed,P-value,P-adjust
119,2.2444048492142747,0.7813,0.9003598298985933
120,3.7908574681143663,0.5222,0.8777425373134329
121,3.52818093525134,0.4539,0.8777425373134329
122,2.236343153791053,0.7899,0.9014183240952071
123,2.771623201259548,0.6431,0.8777425373134329
124,4.634686831528571,0.3913,0.8777425373134329
125,3.783601310723916,0.5266,0.8777425373134329
126,0.7138657445171186,0.9633,0.972188581314879
127,4.549729407949148,0.4046,0.8777425373134329
128,1.8082211887708104,0.8333,0.911421875
129,4.838315851670242,0.3099,0.8777425373134329
130,3.140926044202632,0.6801,0.8786055923473142
131,3.679159039744533,0.5355,0.8777425373134329
132,3.934444850922598,0.4673,0.8777425373134329
133,3.934444850922598,0.4673,0.8777425373134329
134,2.431823049475645,0.6899,0.8822250639386189
135,5.824155272172035,0.0778,0.8777425373134329
136,6.101817885761319,0.1115,0.8777425373134329
137,4.838315851670242,0.3099,0.8777425373134329
138,4.549729407949148,0.4046,0.8777425373134329
139,11.773112159598726,0.0002,0.35
140,9.593484139911371,0.0068,0.8777425373134329
141,11.773112159598726,0.0002,0.35
142,3.0482675277026927,0.566,0.8777425373134329
143,3.861452219425517,0.4214,0.8777425373134329
144,1.5445440192570137,0.8806,0.9292557999397408
145,3.8558143194240286,0.4783,0.8777425373134329
146,5.362178101830324,0.1958,0.8777425373134329
147,9.12501482936312,0.0147,0.8777425373134329
148,5.55412747357601,0.1478,0.8777425373134329
149,3.679159039744533,0.5355,0.8777425373134329
150,3.934444850922598,0.4673,0.8777425373134329
151,3.448556905596243,0.4481,0.8777425373134329
152,1.8856447630197124,0.8058,0.902319257837492
153,4.549729407949148,0.4046,0.8777425373134329
154,4.273717385080831,0.4154,0.8777425373134329
155,3.614008132025283,0.6535,0.8777425373134329
156,3.1699558860799604,0.7232,0.8854020979020979
157,7.06583868950018,0.0766,0.8777425373134329
158,3.701145931861524,0.5371,0.8777425373134329
159,4.549729407949148,0.4046,0.8777425373134329
160,7.024973872560077,0.09,0.8777425373134329
161,3.647646365214306,0.5271,0.8777425373134329
162,4.182636672750619,0.4748,0.8777425373134329
163,9.88748886660321,0.0048,0.8777425373134329
164,7.024973872560077,0.09,0.8777425373134329
165,2.236343153791053,0.7899,0.9014183240952071
166,1.5638256944400686,0.9216,0.9478995299647475
167,3.934444850922598,0.4673,0.8777425373134329
168,2.842133207634468,0.54,0.8777425373134329
169,2.842133207634468,0.54,0.8777425373134329
170,4.035466525391237,0.4058,0.8777425373134329
171,3.679159039744533,0.5355,0.8777425373134329
172,5.460960607386295,0.2002,0.8777425373134329
173,1.4854625000832713,0.952,0.9648812970469022
174,1.9695115239217504,0.8362,0.9123129675810474
175,4.983407074425699,0.266,0.8777425373134329
176,4.64315305903956,0.3096,0.8777425373134329
177,2.1186892878280816,0.7548,0.8946156451066711
178,4.035466525391237,0.4058,0.8777425373134329
179,9.89958469858438,0.0026,0.8777425373134329
180,4.257261340955647,0.3522,0.8777425373134329
181,3.74490723087385,0.8141,0.9044257614213198
182,6.101861475724506,0.0558,0.8777425373134329
183,3.592087428584108,0.4345,0.8777425373134329
184,9.884834727931745,0.0083,0.8777425373134329
185,1.726547153432999,0.7463,0.8927033492822967
186,3.7291660518930216,0.3035,0.8777425373134329
187,4.838315851670242,0.3099,0.8777425373134329
188,4.838315851670242,0.3099,0.8777425373134329
189,4.838315851670242,0.3099,0.8777425373134329
190,4.838315851670242,0.3099,0.8777425373134329
191,4.838315851670242,0.3099,0.8777425373134329
192,3.924332107689163,0.5017,0.8777425373134329
193,0.7827722634952774,0.9693,0.9761939010356733
194,0.9230308310694028,0.9265,0.9510111371629543
195,0.3553840855884634,0.9964,0.996969696969697
196,3.1699558860799604,0.7232,0.8854020979020979
197,4.184690691327768,0.4103,0.8777425373134329
198,3.683235976763758,0.4311,0.8777425373134329
199,3.132453941465922,0.5372,0.8777425373134329
200,3.945780061428781,0.3279,0.8777425373134329
201,4.838315851670242,0.3099,0.8777425373134329
202,1.6519890550542298,0.4783,0.8777425373134329
203,1.6906957057561562,0.4038,0.8777425373134329
204,1.5506609814897712,0.6733,0.8786055923473142
205,1.6883560067632346,0.5132,0.8777425373134329
206,2.583984907753317,0.0154,0.8777425373134329
207,2.350562182997477,0.0518,0.8777425373134329
208,1.70101122971061,0.5223,0.8777425373134329
209,1.8288940535683424,0.3803,0.8777425373134329
210,1.70101122971061,0.5223,0.8777425373134329
211,1.70101122971061,0.5223,0.8777425373134329
212,0.4991850257064028,0.872,0.9239406779661017
213,0.4991850257064028,0.872,0.9239406779661017
214,0.5565588038591617,0.8408,0.9132457496136012
215,0.5565588038591617,0.8408,0.9132457496136012
216,1.3204997478637983,0.4462,0.8777425373134329
217,1.615547654638083,0.6265,0.8777425373134329
218,1.643897017557308,0.54,0.8777425373134329
219,1.3280851527870192,0.3498,0.8777425373134329
220,1.6234124976526694,0.4579,0.8777425373134329
221,1.2680369887715954,0.6014,0.8777425373134329
222,1.795805296673029,0.2487,0.8777425373134329
223,1.5355003852316542,0.3673,0.8777425373134329
224,1.5355003852316542,0.3673,0.8777425373134329
225,1.1793225617544167,0.6776,0.8786055923473142
226,1.5355003852316542,0.3673,0.8777425373134329
227,1.8017019109581796,0.2268,0.8777425373134329
228,1.5930376085935969,0.6199,0.8777425373134329
229,1.5427101333395483,0.5921,0.8777425373134329
230,1.6261915525753643,0.5974,0.8777425373134329
231,1.6309128213671205,0.609,0.8777425373134329
232,1.6261915525753643,0.5974,0.8777425373134329
233,1.6309128213671205,0.609,0.8777425373134329
234,1.6309128213671205,0.609,0.8777425373134329
235,1.3727424303284808,0.4357,0.8777425373134329
236,1.751049231230757,0.5116,0.8777425373134329
237,1.8073585434692916,0.4431,0.8777425373134329
238,1.7632117755816796,0.3964,0.8777425373134329
239,2.583984907753317,0.0154,0.8777425373134329
240,1.6716786159777597,0.2973,0.8777425373134329
241,1.8454521810084683,0.1477,0.8777425373134329
242,0.5827725111153284,0.9321,0.9527891355140187
243,1.717580940550801,0.4888,0.8777425373134329
244,1.1114168858703557,0.8475,0.9138170055452866
245,1.3308098853626915,0.7091,0.8854020979020979
246,1.5460589854825886,0.6749,0.8786055923473142
247,0.9520947114946636,0.8116,0.9035918626827718
248,1.7261881285346137,0.4966,0.8777425373134329
249,1.707102179084529,0.5422,0.8777425373134329
250,1.907337167808156,0.1848,0.8777425373134329
251,1.9612935788838888,0.1212,0.8777425373134329
252,2.108688374260905,0.0929,0.8777425373134329
253,1.7926712065526906,0.3172,0.8777425373134329
254,0.7570643675417656,0.7648,0.897887323943662
255,1.2226191554766077,0.3602,0.8777425373134329
256,2.0173385362836367,0.1179,0.8777425373134329
257,1.7569979504953164,0.3923,0.8777425373134329
258,1.271710419247987,0.6633,0.8777425373134329
259,0.939635407219124,0.8078,0.9031140210795272
260,1.6406531383584837,0.566,0.8777425373134329
261,1.7119912194336608,0.4999,0.8777425373134329
262,1.630080326269837,0.5326,0.8777425373134329
263,1.2793573068177229,0.7695,0.9003598298985933
264,1.5575639460176465,0.5718,0.8777425373134329
265,1.5092918936362982,0.6083,0.8777425373134329
266,2.292698079641586,0.094,0.8777425373134329
267,1.4826053835043334,0.5076,0.8777425373134329
268,1.455673486748765,0.5825,0.8777425373134329
269,1.455673486748765,0.5825,0.8777425373134329
270,1.395086661613407,0.6322,0.8777425373134329
271,0.8497315387164016,0.6231,0.8777425373134329
272,1.4734112442804048,0.3954,0.8777425373134329
273,2.628184238425582,0.036,0.8777425373134329
274,1.0369691091163469,0.833,0.911421875
275,1.70024756413557,0.4067,0.8777425373134329
276,2.0987167163113023,0.0791,0.8777425373134329
277,1.4496372811491345,0.5783,0.8777425373134329
278,1.6978766281701605,0.4539,0.8777425373134329
279,1.5332461024815267,0.3174,0.8777425373134329
280,1.5645555993804194,0.5781,0.8777425373134329
281,1.721758421243572,0.4322,0.8777425373134329
282,1.6869423053981667,0.4894,0.8777425373134329
283,0.5576942873626309,0.7864,0.9003598298985933
284,0.4765220294862259,0.8042,0.902319257837492
285,1.7310279821546375,0.3738,0.8777425373134329
286,1.045031405643845,0.4826,0.8777425373134329
287,1.2404541948980852,0.3804,0.8777425373134329
288,1.9027800803271704,0.126,0.8777425373134329
289,1.3169516658092029,0.3571,0.8777425373134329
290,0.3925932837224729,0.8654,0.9239406779661017
291,2.083265869001454,0.1037,0.8777425373134329
292,1.553532490913908,0.2488,0.8777425373134329
293,2.0391925338014563,0.111,0.8777425373134329
294,0.698777330890094,0.6684,0.8777425373134329
295,0.698777330890094,0.6684,0.8777425373134329
296,1.3380205322798873,0.4762,0.8777425373134329
297,1.6167205009210863,0.5186,0.8777425373134329
298,1.609545550394025,0.6342,0.8777425373134329
299,1.5467820682512836,0.5996,0.8777425373134329
300,0.8648420530168704,0.5202,0.8777425373134329
301,0.5036521678900879,0.9352,0.9548424737456243
302,1.5421247629558092,0.6875,0.8802487198244331
303,1.307292081417915,0.2974,0.8777425373134329
304,1.5008650311313705,0.2353,0.8777425373134329
305,0.7060862974146133,0.7723,0.9003598298985933
306,0.9089453281525604,0.758,0.8968897903989181
307,1.2301221143720311,0.5675,0.8777425373134329
308,1.5657390943101313,0.2489,0.8777425373134329
309,1.8980815680136711,0.171,0.8777425373134329
310,1.455673486748765,0.5825,0.8777425373134329
311,0.1426931428544384,0.9838,0.9874677373100086
312,0.1426931428544384,0.9838,0.9874677373100086
313,0.1426931428544384,0.9838,0.9874677373100086
314,0.1426931428544384,0.9838,0.9874677373100086
315,0.1426931428544384,0.9838,0.9874677373100086
316,0.8093992507761589,0.6127,0.8777425373134329
317,2.130248299291428,0.0816,0.8777425373134329
318,0.8285842749962729,0.6588,0.8777425373134329
319,0.4715801753255881,0.859,0.9205288902476306
320,0.842569158354269,0.6609,0.8777425373134329
321,0.8025238004491646,0.7403,0.8897836538461539
322,1.6375502577801628,0.5778,0.8777425373134329
323,0.7060862974146133,0.7723,0.9003598298985933
324,1.3135486360952382,0.667,0.8777425373134329
325,1.730364850509633,0.409,0.8777425373134329
326,1.045031405643845,0.4826,0.8777425373134329
327,1.206691480291513,0.6297,0.8777425373134329
328,0.8323443853906664,0.7767,0.9003598298985933
329,1.717671744261914,0.2156,0.8777425373134329
330,1.1695727107249032,0.3946,0.8777425373134329
331,1.486495480480938,0.6812,0.8786055923473142
332,1.5684685437467352,0.5372,0.8777425373134329
333,1.5497310927064951,0.5144,0.8777425373134329
334,1.7265870552879812,0.3519,0.8777425373134329
335,0.5707893161110005,0.8299,0.9110536218250235
336,1.4668501674239238,0.5506,0.8777425373134329
337,1.2297037157375117,0.7359,0.8897836538461539
338,0.817124833721274,0.8098,0.9035918626827718
339,1.9647564973175875,0.103,0.8777425373134329
340,1.9647564973175875,0.103,0.8777425373134329
341,1.9647564973175875,0.103,0.8777425373134329
342,1.9647564973175875,0.103,0.8777425373134329
343,0.6675850101052992,0.7518,0.8946156451066711
344,1.6940749122030936,0.5383,0.8777425373134329
345,1.6961951286987755,0.4684,0.8777425373134329
346,1.6423600051083225,0.5007,0.8777425373134329
347,1.47112010204818,0.6287,0.8777425373134329
348,1.5573071113899344,0.5521,0.8777425373134329
349,1.7065815186030535,0.4461,0.8777425373134329
350,1.6771451582473784,0.304,0.8777425373134329
351,1.6727043475203611,0.4938,0.8777425373134329
352,1.7782247532610769,0.3803,0.8777425373134329
353,1.6094498779474196,0.3436,0.8777425373134329
354,1.561564476581565,0.3592,0.8777425373134329
355,1.48476246640584,0.3044,0.8777425373134329
356,1.3094672866122912,0.428,0.8777425373134329
357,1.8492244703403744,0.293,0.8777425373134329
358,1.0331017603435315,0.5391,0.8777425373134329
359,0.8608694719514259,0.7995,0.902319257837492
360,1.260820712042335,0.619,0.8777425373134329
361,1.4774418003864929,0.367,0.8777425373134329
362,1.9835538026858404,0.1515,0.8777425373134329
363,1.4263847984363436,0.2933,0.8777425373134329
364,1.688363234606783,0.4852,0.8777425373134329
365,1.7305611843590325,0.4786,0.8777425373134329
366,1.6830225569355812,0.5023,0.8777425373134329
367,2.7288773287254324,0.0327,0.8777425373134329
368,1.7338424110921344,0.4499,0.8777425373134329
369,1.30084151969332,0.8479,0.9139667385278719
370,2.07409546295672,0.1104,0.8777425373134329
371,1.4989332553542627,0.6123,0.8777425373134329
372,1.4673551199670976,0.6817,0.8786055923473142
373,1.7742567589106453,0.1746,0.8777425373134329
374,1.654834811176776,0.5284,0.8777425373134329
375,0.842569158354269,0.6609,0.8777425373134329
376,1.73840627158462,0.4045,0.8777425373134329
377,1.5688634468681624,0.5907,0.8777425373134329
378,0.6029658379788305,0.7374,0.8897836538461539
379,1.7672419091962372,0.3322,0.8777425373134329
380,0.3257516992720936,0.9114,0.9454356846473029
381,1.7587912709225095,0.4453,0.8777425373134329
382,1.306308363202603,0.3921,0.8777425373134329
383,0.4764249531201086,0.9294,0.9518567251461989
384,0.5503597274707727,0.892,0.9333333333333333
385,3.5307940275661847,0.0057,0.8777425373134329
386,0.9241031374206026,0.6759,0.8786055923473142
387,0.7105695884294394,0.8238,0.9086347908147216
388,1.645007042482708,0.4711,0.8777425373134329
389,1.0570194031564664,0.4397,0.8777425373134329
390,0.6060714225923873,0.7975,0.902319257837492
391,1.1403088455916932,0.5141,0.8777425373134329
392,1.7223599917002577,0.4188,0.8777425373134329
393,1.7216216374444768,0.4372,0.8777425373134329
394,1.725899690536649,0.4077,0.8777425373134329
395,1.7216216374444768,0.4372,0.8777425373134329
396,1.6854526978454485,0.4936,0.8777425373134329
397,1.7223599917002577,0.4188,0.8777425373134329
398,1.7384062715846187,0.4045,0.8777425373134329
399,1.660684090210778,0.5212,0.8777425373134329
400,1.5072092530858074,0.5003,0.8777425373134329
401,1.6212207241555132,0.5356,0.8777425373134329
402,1.6640766506135805,0.3744,0.8777425373134329
403,1.4996863118443244,0.3334,0.8777425373134329
404,0.8223669738679671,0.7521,0.8946156451066711
405,1.8863594678912108,0.211,0.8777425373134329
406,1.7552478130889717,0.3237,0.8777425373134329
407,0.9833603775283752,0.5229,0.8777425373134329
408,1.6377759472899172,0.5336,0.8777425373134329
409,1.6833683341225365,0.5291,0.8777425373134329
410,1.4337689900001749,0.6024,0.8777425373134329
411,1.569563731704752,0.5477,0.8777425373134329
412,1.683360825515931,0.5592,0.8777425373134329
413,1.644375098295236,0.4992,0.8777425373134329
414,1.5648249182569778,0.6483,0.8777425373134329
415,1.348982084422739,0.6818,0.8786055923473142
416,1.5943102748197255,0.5172,0.8777425373134329
417,0.5565588038591617,0.8408,0.9132457496136012
418,1.540725992106907,0.5343,0.8777425373134329
419,2.2639868014153754,0.0714,0.8777425373134329
420,0.8452212980719708,0.6528,0.8777425373134329
421,1.699743835083484,0.5224,0.8777425373134329
422,1.683360825515931,0.5592,0.8777425373134329
423,1.714823530073429,0.5406,0.8777425373134329
424,1.4216072949582408,0.6801,0.8786055923473142
425,1.683360825515931,0.5592,0.8777425373134329
426,1.3746704084168806,0.6951,0.8845385174418605
427,1.683360825515931,0.5592,0.8777425373134329
428,1.6515144003325408,0.5427,0.8777425373134329
429,1.6515144003325408,0.5427,0.8777425373134329
430,0.5706511111859801,0.8425,0.9132457496136012
431,1.3224405646360864,0.7332,0.8897836538461539
432,1.6822664813319772,0.4656,0.8777425373134329
433,1.6414347264869182,0.5754,0.8777425373134329
434,1.6333860782079803,0.5882,0.8777425373134329
435,1.169572710724902,0.3946,0.8777425373134329
436,1.169572710724902,0.3946,0.8777425373134329
437,1.602601568867854,0.5855,0.8777425373134329
438,1.5962136630506951,0.3144,0.8777425373134329
439,0.7078871297239853,0.8715,0.9239406779661017
440,1.7225446723439333,0.4767,0.8777425373134329
441,1.7393902932948642,0.2998,0.8777425373134329
442,1.6515144003325408,0.5427,0.8777425373134329
443,1.683360825515931,0.5592,0.8777425373134329
444,3.123094240863839,0.0034,0.8777425373134329
445,1.5497310927064951,0.5144,0.8777425373134329
446,1.575515444211012,0.2617,0.8777425373134329
447,1.621897807950758,0.6142,0.8777425373134329
448,2.358413108595876,0.0394,0.8777425373134329
449,1.7301554436802675,0.5124,0.8777425373134329
450,1.683360825515931,0.5592,0.8777425373134329
451,1.5962136630506951,0.3144,0.8777425373134329
452,0.9833603775283752,0.5229,0.8777425373134329
453,0.9833603775283752,0.5229,0.8777425373134329
454,1.6854526978454485,0.4936,0.8777425373134329
455,1.6968689645391424,0.5166,0.8777425373134329
456,1.4314598408535495,0.2827,0.8777425373134329
457,1.700101492867402,0.4826,0.8777425373134329
458,1.5404979103214107,0.5605,0.8777425373134329
459,1.997963864174826,0.1218,0.8777425373134329
460,2.1437183351789906,0.0773,0.8777425373134329
461,1.8056810089483664,0.1799,0.8777425373134329
462,1.628348297135784,0.233,0.8777425373134329
463,1.689443860195227,0.4216,0.8777425373134329
464,0.4715801753255882,0.859,0.9205288902476306
465,1.6800603469899429,0.4633,0.8777425373134329
466,1.5066019365454508,0.6784,0.8786055923473142
467,1.4772994687945442,0.6851,0.8789743589743589
468,0.7422013749893652,0.8588,0.9205288902476306
469,2.7837998343766066,0.0176,0.8777425373134329
470,1.72069058480016,0.4364,0.8777425373134329
471,0.7078871297239853,0.8715,0.9239406779661017
472,1.6892289831584926,0.5234,0.8777425373134329
473,1.7140377428057982,0.4544,0.8777425373134329
474,0.7078871297239853,0.8715,0.9239406779661017
475,1.1559947090061315,0.6199,0.8777425373134329
476,1.1559947090061315,0.6199,0.8777425373134329
477,2.042641169638641,0.0869,0.8777425373134329
478,1.5996104322346163,0.2429,0.8777425373134329
479,1.9797862799636388,0.1147,0.8777425373134329
480,2.0368094631012243,0.103,0.8777425373134329
481,2.1565456945141634,0.071,0.8777425373134329
482,1.13091807418444,0.4792,0.8777425373134329
483,1.4764787756019684,0.3189,0.8777425373134329
484,1.5996104322346163,0.2429,0.8777425373134329
485,2.0628636469907926,0.1002,0.8777425373134329
486,2.002288530135221,0.1093,0.8777425373134329
487,1.1188525690293776,0.5444,0.8777425373134329
488,1.763865659369657,0.1543,0.8777425373134329
489,0.7293049290078266,0.796,0.902319257837492
490,1.763865659369657,0.1543,0.8777425373134329
491,0.7293049290078266,0.796,0.902319257837492
492,1.5497310927064951,0.5144,0.8777425373134329
493,1.7353245405646796,0.4591,0.8777425373134329
494,1.6663831215229528,0.5236,0.8777425373134329
495,2.0670787509049897,0.1212,0.8777425373134329
496,1.695607428139242,0.4972,0.8777425373134329
497,1.7992400163588491,0.1609,0.8777425373134329
498,1.703617901242229,0.5592,0.8777425373134329
499,2.1530604890501746,0.0888,0.8777425373134329
500,1.6956785215492682,0.1881,0.8777425373134329
501,1.70508083034238,0.5629,0.8777425373134329
502,1.714823530073429,0.5406,0.8777425373134329
503,1.675894792135936,0.5588,0.8777425373134329
504,1.6956785215492682,0.1881,0.8777425373134329
505,1.7542799468663328,0.3781,0.8777425373134329
506,1.3929088143772146,0.2846,0.8777425373134329
507,0.4971634436224625,0.9301,0.9518567251461989
508,0.4971634436224625,0.9301,0.9518567251461989
509,0.931174092558516,0.5084,0.8777425373134329
510,1.6374705520994997,0.4118,0.8777425373134329
511,0.4909322455996842,0.9351,0.9548424737456243
512,0.9815164605330648,0.5307,0.8777425373134329
513,0.9755523789802488,0.7127,0.8854020979020979
514,2.018921805849013,0.1399,0.8777425373134329
515,0.5923473981696962,0.7768,0.9003598298985933
516,1.528857371605285,0.571,0.8777425373134329
517,0.8189828047848275,0.863,0.9228244274809161
518,0.7078871297239853,0.8715,0.9239406779661017
519,1.7227934584203106,0.4571,0.8777425373134329
520,1.5865859043371136,0.5346,0.8777425373134329
521,1.7612443472034496,0.4256,0.8777425373134329
522,1.5753657861780537,0.4809,0.8777425373134329
523,1.874190441392756,0.2875,0.8777425373134329
524,0.7901771295962001,0.8433,0.9132457496136012
525,2.0492261783713763,0.1237,0.8777425373134329
526,2.073099639411541,0.1103,0.8777425373134329
527,1.6392943360246632,0.5125,0.8777425373134329
528,1.2450904610224514,0.6888,0.8812682748538011
529,1.7026355729728078,0.48,0.8777425373134329
530,1.5985218000118062,0.3011,0.8777425373134329
531,2.1789706449090014,0.0735,0.8777425373134329
532,1.890783640463062,0.1832,0.8777425373134329
533,1.5129386286721636,0.5679,0.8777425373134329
534,0.5908190765546907,0.8001,0.902319257837492
535,0.4902287430696949,0.912,0.9457008244994111
536,1.8854665694843131,0.1527,0.8777425373134329
537,0.9570688022792158,0.6565,0.8777425373134329
538,1.7926481815695594,0.1999,0.8777425373134329
539,1.6974292382914382,0.2653,0.8777425373134329
540,2.067680951505832,0.1082,0.8777425373134329
541,1.7417213675260217,0.2055,0.8777425373134329
542,1.5359053890525405,0.5702,0.8777425373134329
543,1.554247459523601,0.4238,0.8777425373134329
544,1.7883191896113868,0.2502,0.8777425373134329
545,1.6778694237863965,0.5337,0.8777425373134329
546,1.4938159004090483,0.6657,0.8777425373134329
547,1.9898562258332664,0.1174,0.8777425373134329
548,0.7104990676336523,0.8145,0.9044257614213198
549,1.6919748592577564,0.3693,0.8777425373134329
550,1.529632518206305,0.6452,0.8777425373134329
551,1.202518696618795,0.7907,0.9020371577574967
552,1.3463688685951525,0.7927,0.902319257837492
553,1.7142276807698806,0.525,0.8777425373134329
554,1.442935583189084,0.4923,0.8777425373134329
555,1.6715420502249654,0.5731,0.8777425373134329
556,0.1834124173818519,0.9892,0.9926032110091743
557,2.242041569713871,0.079,0.8777425373134329
558,1.628348297135784,0.233,0.8777425373134329
559,1.8056810089483664,0.1799,0.8777425373134329
560,1.5617903241849005,0.475,0.8777425373134329
561,1.688118738329259,0.4895,0.8777425373134329
562,1.1612726926503791,0.6374,0.8777425373134329
563,1.9759299044835432,0.1771,0.8777425373134329
564,1.7353245405646796,0.4591,0.8777425373134329
565,1.8490246167244777,0.3706,0.8777425373134329
566,1.090372627103617,0.4567,0.8777425373134329
567,1.4938368907383446,0.3859,0.8777425373134329
568,0.9833603775283752,0.5229,0.8777425373134329
569,1.7184772361217808,0.4436,0.8777425373134329
570,1.6716219864334767,0.4763,0.8777425373134329
